epoch;acc;loss;val_acc;val_loss
29;0.9693946433918816;0.13465365649400546;0.9662812543766839;0.19015656965452113
30;0.944938165800912;0.1777809129562229;0.9663517858300891;0.17909285692231997
31;0.9452948676688331;0.16971357407081605;0.9663662910461426;0.1645992437510618
32;0.9518808020012719;0.164175059164076;0.9663950843470437;0.1492081351212359
33;0.9744212052651814;0.09554247781800639;0.9664080355848584;0.14324947132263333
34;0.9471082580941064;0.16903416379188588;0.9664200927530017;0.13869969538479512
35;0.9725754410028458;0.09958599562690194;0.966429910489491;0.1314004114330081
36;0.9655703114611762;0.113201716324381;0.9664211996964046;0.13388660126033106
37;0.9710709793227059;0.11052609088697604;0.9664410693304879;0.13083308127741994
38;0.9483883891786847;0.1551401866766225;0.9664361583335059;0.13189488150445478
39;0.9663549172026771;0.109067357411342;0.9664178533213479;0.13492410407967068
40;0.9736982094390052;0.09378631022991613;0.9664334846394402;0.13496252464912167
41;0.9787883971418653;0.08688222138152923;0.9664337038993835;0.1357136103781938
42;0.9664587037903922;0.12724173098935612;0.9664207569190434;0.13630554489126162
43;0.9320569166115352;0.18289948134250672;0.9664091510432107;0.1394251710901569
44;0.9652433097362518;0.11111747465578706;0.9664147283349719;0.13873727943947806
45;0.9572656239782061;0.13050413416931406;0.9664145069462913;0.14223069910492217
46;0.9712089257580894;0.09398100697269131;0.9663953099931989;0.14830002963675984
47;0.9663852687392916;0.1144569182984664;0.9663051324231284;0.14810631587170064
48;0.9479265617472785;0.14600367564707994;0.966123885342053;0.14793626964923792
49;0.9645631696496691;0.10978795895685575;0.9661810249090195;0.14908045031396405
0;0.9589901779379163;0.23604956016476666;0.960333702819688;0.1659741328497018
1;0.9603877195290157;0.15374333537848933;0.9603651740721294;0.14421538622783764
2;0.9603636137076786;0.14069463618631875;0.9603662916592189;0.1289299805648625
3;0.9603687460933413;0.1410229427606932;0.9603669622114727;0.12589510417144215
4;0.96036539546081;0.13220205823225634;0.960367854152407;0.12021668780861157
5;0.9603551349469593;0.12671874982437917;0.9603671857288906;0.1156848315814776
6;0.9603546900408608;0.12255636482898678;0.9603674092463085;0.11262840960573937
7;0.9603562504053116;0.11961127425144825;0.9603683011872428;0.11040256811039788
8;0.9603569167000907;0.1180722538514861;0.9603691931281771;0.11052366755237537
9;0.9603513372795922;0.11804570922894138;0.960369416645595;0.10835905146918126
10;0.9603575893810817;0.11602607276290655;0.9603691931281771;0.10687779981110777
11;0.9603591540030071;0.11398084375209042;0.9603745490312576;0.10603100580296346
12;0.9603444146258491;0.11179854694221701;0.9603767820766994;0.10511713484967393
13;0.9603499961750848;0.1334210902319423;0.9603687460933413;0.1422939894587866
14;0.9603691931281771;0.12864416461837078;0.9603680755410876;0.1199167512490281
15;0.9603703085865293;0.11530291821275439;0.9603598160403115;0.10971391909489674
16;0.9603685247046607;0.11160509760624596;0.960358032158443;0.10678219595657927
17;0.9603674092463085;0.11012341767283422;0.960376113653183;0.10529266686977021
18;0.9603767799479621;0.10881629034078547;0.9604000002145767;0.1047049628770245
19;0.9603825850146157;0.10771796093987566;0.9604180795805795;0.10438381361642055
20;0.9603950828313828;0.10695772252178617;0.9604381663458688;0.10370632018228727
21;0.9604136113609586;0.10649406164884567;0.9603832555668694;0.1031118417491338
22;0.9603946357965469;0.10605867180441107;0.9604390625442777;0.1021992003412119
23;0.9604305731398719;0.10502202396414109;0.9604712022202355;0.1021432923485658
24;0.9604470963988986;0.10485905442120773;0.9604819140263966;0.10197801073081791
25;0.9605091490915844;0.10408043269334095;0.9604386112519673;0.10114768486736077
26;0.9604767837694713;0.10354647569225303;0.9604528972080776;0.10092055405090962
27;0.9604946396180561;0.10319866599248988;0.9605102688074112;0.10186621274000832
28;0.9605613819190434;0.10274061524043125;0.9604950887816293;0.1033021922422839
29;0.9605290165969304;0.10201041476934083;0.9605169658149991;0.10188655285829944
30;0.9606031200715474;0.1016430617642722;0.9604665147406715;0.10040753863618843
31;0.9606363837208066;0.10097310256345995;0.9603774483714785;0.10165599983052484
32;0.9605633914470673;0.10216430325194129;0.9606613857405526;0.10012655010047768
33;0.9607281259128025;0.10052971595099994;0.9606524514300483;0.10047972115821072
34;0.9607357148613248;0.10096255739751671;0.960628119962556;0.10070607285680515
35;0.9607493323939187;0.10485143277661077;0.960441740495818;0.10985806065478496
36;0.9600658459322793;0.12735541477533324;0.9603689696107592;0.11319741420447826
37;0.9604051326002393;0.10805695933023733;0.9605636170932225;0.10434041627948838
38;0.960560713495527;0.10195463130782757;0.9605549084288734;0.10104140991877232
39;0.9606426315648215;0.10155529618662383;0.9614042384283883;0.10001365720693554
40;0.960590620126043;0.099999213591218;0.9611395107848304;0.10101935759718929
41;0.9606886101620538;0.09923080198599823;0.9612203133957726;0.09910793017063822
42;0.9603354952165059;0.11963457348091262;0.9603812439101083;0.11820403646145548
43;0.960853344627789;0.11732607391396803;0.9603689696107592;0.12234226597606071
44;0.9603814695562635;0.10591727781242558;0.9604622742959431;0.10336463944986463
45;0.9604837000370026;0.10117683952142086;0.9608138416494642;0.10065984423272312
46;0.960560047200748;0.1002952807715961;0.9609417361872536;0.0992252058682165
47;0.960712948015758;0.0990430668794683;0.9612064702170235;0.09795339994265564
48;0.960732142840113;0.09827186719381384;0.9610788013253894;0.0977385166500296
49;0.9607312466417041;0.09850358780074332;0.9612872749567032;0.09885145008697041
